time_from_start_to_housing,total,population,start_date,end_date,question,household_type,count
Total (persons moved into housing),37,all_persons,2018-11-01,2018-11-30,Q22c,without_children,11
Total (persons moved into housing),37,all_persons,2018-11-01,2018-11-30,Q22c,with_children_and_adults,26
Total (persons moved into housing),37,all_persons,2018-11-01,2018-11-30,Q22c,with_only_children,0
Total (persons moved into housing),37,all_persons,2018-11-01,2018-11-30,Q22c,unknown_household_type,0
Average length of time to housing,22,all_persons,2018-11-01,2018-11-30,Q22c,without_children,10
Average length of time to housing,22,all_persons,2018-11-01,2018-11-30,Q22c,with_children_and_adults,27
Average length of time to housing,22,all_persons,2018-11-01,2018-11-30,Q22c,with_only_children,0
Average length of time to housing,22,all_persons,2018-11-01,2018-11-30,Q22c,unknown_household_type,0
Persons who were exited without move-in,0,all_persons,2018-11-01,2018-11-30,Q22c,without_children,0
Persons who were exited without move-in,0,all_persons,2018-11-01,2018-11-30,Q22c,with_children_and_adults,0
Persons who were exited without move-in,0,all_persons,2018-11-01,2018-11-30,Q22c,with_only_children,0
Persons who were exited without move-in,0,all_persons,2018-11-01,2018-11-30,Q22c,unknown_household_type,0
7 days or less,7,all_persons,2018-12-01,2018-12-31,Q22c,without_children,2
7 days or less,7,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,5
7 days or less,7,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
7 days or less,7,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
15 to 21 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
22 to 30 days,4,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
22 to 30 days,4,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,4
22 to 30 days,4,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
22 to 30 days,4,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
31 to 60 days,5,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
31 to 60 days,5,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,5
31 to 60 days,5,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
31 to 60 days,5,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
61 to 180 days,1,all_persons,2018-12-01,2018-12-31,Q22c,without_children,1
61 to 180 days,1,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
61 to 180 days,1,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
61 to 180 days,1,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2018-12-01,2018-12-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
Total (persons moved into housing),17,all_persons,2018-12-01,2018-12-31,Q22c,without_children,3
Total (persons moved into housing),17,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,14
Total (persons moved into housing),17,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
Total (persons moved into housing),17,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
Average length of time to housing,23,all_persons,2018-12-01,2018-12-31,Q22c,without_children,30
Average length of time to housing,23,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,21
Average length of time to housing,23,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
Average length of time to housing,23,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,1,all_persons,2018-12-01,2018-12-31,Q22c,without_children,1
Persons who were exited without move-in,1,all_persons,2018-12-01,2018-12-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,1,all_persons,2018-12-01,2018-12-31,Q22c,with_only_children,0
Persons who were exited without move-in,1,all_persons,2018-12-01,2018-12-31,Q22c,unknown_household_type,0
7 days or less,0,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
7 days or less,0,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
7 days or less,0,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
7 days or less,0,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
8 to 14 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
15 to 21 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
22 to 30 days,3,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
22 to 30 days,3,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,3
22 to 30 days,3,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
22 to 30 days,3,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
31 to 60 days,3,all_persons,2019-01-01,2019-01-31,Q22c,without_children,1
31 to 60 days,3,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,2
31 to 60 days,3,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
31 to 60 days,3,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
61 to 180 days,1,all_persons,2019-01-01,2019-01-31,Q22c,without_children,1
61 to 180 days,1,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
61 to 180 days,1,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
61 to 180 days,1,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-01-01,2019-01-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
Total (persons moved into housing),7,all_persons,2019-01-01,2019-01-31,Q22c,without_children,2
Total (persons moved into housing),7,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,5
Total (persons moved into housing),7,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
Total (persons moved into housing),7,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
Average length of time to housing,43,all_persons,2019-01-01,2019-01-31,Q22c,without_children,56
Average length of time to housing,43,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,38
Average length of time to housing,43,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
Average length of time to housing,43,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,2,all_persons,2019-01-01,2019-01-31,Q22c,without_children,2
Persons who were exited without move-in,2,all_persons,2019-01-01,2019-01-31,Q22c,with_children_and_adults,0
Persons who were exited without move-in,2,all_persons,2019-01-01,2019-01-31,Q22c,with_only_children,0
Persons who were exited without move-in,2,all_persons,2019-01-01,2019-01-31,Q22c,unknown_household_type,0
7 days or less,15,all_persons,2019-02-01,2019-02-28,Q22c,without_children,4
7 days or less,15,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,11
7 days or less,15,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
7 days or less,15,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
8 to 14 days,3,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
8 to 14 days,3,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,3
8 to 14 days,3,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
8 to 14 days,3,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
15 to 21 days,4,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
15 to 21 days,4,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,4
15 to 21 days,4,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
15 to 21 days,4,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
22 to 30 days,3,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
22 to 30 days,3,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,3
22 to 30 days,3,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
22 to 30 days,3,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
31 to 60 days,6,all_persons,2019-02-01,2019-02-28,Q22c,without_children,3
31 to 60 days,6,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,3
31 to 60 days,6,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
31 to 60 days,6,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
61 to 180 days,0,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-02-01,2019-02-28,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
Total (persons moved into housing),31,all_persons,2019-02-01,2019-02-28,Q22c,without_children,7
Total (persons moved into housing),31,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,24
Total (persons moved into housing),31,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
Total (persons moved into housing),31,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
Average length of time to housing,14,all_persons,2019-02-01,2019-02-28,Q22c,without_children,18
Average length of time to housing,14,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,13
Average length of time to housing,14,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
Average length of time to housing,14,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
Persons who were exited without move-in,2,all_persons,2019-02-01,2019-02-28,Q22c,without_children,2
Persons who were exited without move-in,2,all_persons,2019-02-01,2019-02-28,Q22c,with_children_and_adults,0
Persons who were exited without move-in,2,all_persons,2019-02-01,2019-02-28,Q22c,with_only_children,0
Persons who were exited without move-in,2,all_persons,2019-02-01,2019-02-28,Q22c,unknown_household_type,0
7 days or less,1,all_persons,2019-03-01,2019-03-31,Q22c,without_children,1
7 days or less,1,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,0
7 days or less,1,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
7 days or less,1,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
8 to 14 days,2,all_persons,2019-03-01,2019-03-31,Q22c,without_children,2
8 to 14 days,2,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,0
8 to 14 days,2,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
8 to 14 days,2,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
15 to 21 days,5,all_persons,2019-03-01,2019-03-31,Q22c,without_children,2
15 to 21 days,5,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,3
15 to 21 days,5,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
15 to 21 days,5,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
22 to 30 days,3,all_persons,2019-03-01,2019-03-31,Q22c,without_children,3
22 to 30 days,3,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,0
22 to 30 days,3,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
22 to 30 days,3,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
31 to 60 days,3,all_persons,2019-03-01,2019-03-31,Q22c,without_children,0
31 to 60 days,3,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,3
31 to 60 days,3,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
31 to 60 days,3,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
61 to 180 days,4,all_persons,2019-03-01,2019-03-31,Q22c,without_children,0
61 to 180 days,4,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,4
61 to 180 days,4,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
61 to 180 days,4,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-03-01,2019-03-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-03-01,2019-03-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
Total (persons moved into housing),18,all_persons,2019-03-01,2019-03-31,Q22c,without_children,8
Total (persons moved into housing),18,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,10
Total (persons moved into housing),18,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
Total (persons moved into housing),18,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
Average length of time to housing,32,all_persons,2019-03-01,2019-03-31,Q22c,without_children,17
Average length of time to housing,32,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,45
Average length of time to housing,32,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
Average length of time to housing,32,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,9,all_persons,2019-03-01,2019-03-31,Q22c,without_children,5
Persons who were exited without move-in,9,all_persons,2019-03-01,2019-03-31,Q22c,with_children_and_adults,4
Persons who were exited without move-in,9,all_persons,2019-03-01,2019-03-31,Q22c,with_only_children,0
Persons who were exited without move-in,9,all_persons,2019-03-01,2019-03-31,Q22c,unknown_household_type,0
7 days or less,2,all_persons,2019-04-01,2019-04-30,Q22c,without_children,2
7 days or less,2,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,0
7 days or less,2,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
7 days or less,2,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
8 to 14 days,0,all_persons,2019-04-01,2019-04-30,Q22c,without_children,0
8 to 14 days,0,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,0
8 to 14 days,0,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
8 to 14 days,0,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
15 to 21 days,7,all_persons,2019-04-01,2019-04-30,Q22c,without_children,1
15 to 21 days,7,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,6
15 to 21 days,7,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
15 to 21 days,7,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
22 to 30 days,8,all_persons,2019-04-01,2019-04-30,Q22c,without_children,0
22 to 30 days,8,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,8
22 to 30 days,8,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
22 to 30 days,8,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
31 to 60 days,11,all_persons,2019-04-01,2019-04-30,Q22c,without_children,5
31 to 60 days,11,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,6
31 to 60 days,11,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
31 to 60 days,11,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
61 to 180 days,1,all_persons,2019-04-01,2019-04-30,Q22c,without_children,1
61 to 180 days,1,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,0
61 to 180 days,1,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
61 to 180 days,1,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-04-01,2019-04-30,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-04-01,2019-04-30,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
Total (persons moved into housing),29,all_persons,2019-04-01,2019-04-30,Q22c,without_children,9
Total (persons moved into housing),29,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,20
Total (persons moved into housing),29,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
Total (persons moved into housing),29,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
Average length of time to housing,28,all_persons,2019-04-01,2019-04-30,Q22c,without_children,31
Average length of time to housing,28,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,27
Average length of time to housing,28,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
Average length of time to housing,28,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
Persons who were exited without move-in,2,all_persons,2019-04-01,2019-04-30,Q22c,without_children,0
Persons who were exited without move-in,2,all_persons,2019-04-01,2019-04-30,Q22c,with_children_and_adults,2
Persons who were exited without move-in,2,all_persons,2019-04-01,2019-04-30,Q22c,with_only_children,0
Persons who were exited without move-in,2,all_persons,2019-04-01,2019-04-30,Q22c,unknown_household_type,0
7 days or less,8,all_persons,2019-05-01,2019-05-31,Q22c,without_children,5
7 days or less,8,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,3
7 days or less,8,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
7 days or less,8,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
8 to 14 days,1,all_persons,2019-05-01,2019-05-31,Q22c,without_children,1
8 to 14 days,1,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
8 to 14 days,1,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
8 to 14 days,1,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
15 to 21 days,0,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
15 to 21 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
15 to 21 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
15 to 21 days,0,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
22 to 30 days,2,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
22 to 30 days,2,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,2
22 to 30 days,2,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
22 to 30 days,2,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
31 to 60 days,0,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
31 to 60 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
31 to 60 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
31 to 60 days,0,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
61 to 180 days,0,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
61 to 180 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
61 to 180 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
61 to 180 days,0,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-05-01,2019-05-31,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
Total (persons moved into housing),11,all_persons,2019-05-01,2019-05-31,Q22c,without_children,6
Total (persons moved into housing),11,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,5
Total (persons moved into housing),11,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
Total (persons moved into housing),11,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
Average length of time to housing,8,all_persons,2019-05-01,2019-05-31,Q22c,without_children,2
Average length of time to housing,8,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,15
Average length of time to housing,8,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
Average length of time to housing,8,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
Persons who were exited without move-in,4,all_persons,2019-05-01,2019-05-31,Q22c,without_children,3
Persons who were exited without move-in,4,all_persons,2019-05-01,2019-05-31,Q22c,with_children_and_adults,1
Persons who were exited without move-in,4,all_persons,2019-05-01,2019-05-31,Q22c,with_only_children,0
Persons who were exited without move-in,4,all_persons,2019-05-01,2019-05-31,Q22c,unknown_household_type,0
7 days or less,10,all_persons,2019-06-01,2019-06-30,Q22c,without_children,2
7 days or less,10,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,8
7 days or less,10,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
7 days or less,10,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
8 to 14 days,6,all_persons,2019-06-01,2019-06-30,Q22c,without_children,3
8 to 14 days,6,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,3
8 to 14 days,6,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
8 to 14 days,6,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
15 to 21 days,5,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
15 to 21 days,5,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,5
15 to 21 days,5,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
15 to 21 days,5,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
22 to 30 days,0,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
22 to 30 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,0
22 to 30 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
22 to 30 days,0,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
31 to 60 days,0,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
31 to 60 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,0
31 to 60 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
31 to 60 days,0,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
61 to 180 days,6,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
61 to 180 days,6,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,6
61 to 180 days,6,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
61 to 180 days,6,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
181 to 365 days,0,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
181 to 365 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,0
181 to 365 days,0,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
181 to 365 days,0,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-06-01,2019-06-30,Q22c,without_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
366 to 730 days (1-2 Yrs),0,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
Total (persons moved into housing),27,all_persons,2019-06-01,2019-06-30,Q22c,without_children,5
Total (persons moved into housing),27,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,22
Total (persons moved into housing),27,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
Total (persons moved into housing),27,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
Average length of time to housing,27,all_persons,2019-06-01,2019-06-30,Q22c,without_children,7
Average length of time to housing,27,all_persons,2019-06-01,2019-06-30,Q22c,with_children_and_adults,32
Average length of time to housing,27,all_persons,2019-06-01,2019-06-30,Q22c,with_only_children,0
Average length of time to housing,27,all_persons,2019-06-01,2019-06-30,Q22c,unknown_household_type,0
