report_validations,count,population,start_date,end_date,question
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-06-01,2018-06-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,87,all_persons,2018-06-01,2018-06-30,Q5a
Total Number of Persons Served,500,all_persons,2018-07-01,2018-07-31,Q5a
Number of Adults (age 18 or over),339,all_persons,2018-07-01,2018-07-31,Q5a
Number of Children (under age 18),160,all_persons,2018-07-01,2018-07-31,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-07-01,2018-07-31,Q5a
Number of Leavers,63,all_persons,2018-07-01,2018-07-31,Q5a
Number of Adult Leavers,37,all_persons,2018-07-01,2018-07-31,Q5a
Number of Adult and Head of Household Leavers,37,all_persons,2018-07-01,2018-07-31,Q5a
Number of Stayers,437,all_persons,2018-07-01,2018-07-31,Q5a
Number of Adult Stayers,302,all_persons,2018-07-01,2018-07-31,Q5a
Number of Veterans,23,all_persons,2018-07-01,2018-07-31,Q5a
Number of Chronically Homeless Persons,77,all_persons,2018-07-01,2018-07-31,Q5a
Number of Youth Under Age 25,25,all_persons,2018-07-01,2018-07-31,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2018-07-01,2018-07-31,Q5a
Number of Adult Heads of Household,277,all_persons,2018-07-01,2018-07-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-07-01,2018-07-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,88,all_persons,2018-07-01,2018-07-31,Q5a
Total Number of Persons Served,544,all_persons,2018-08-01,2018-08-31,Q5a
Number of Adults (age 18 or over),360,all_persons,2018-08-01,2018-08-31,Q5a
Number of Children (under age 18),183,all_persons,2018-08-01,2018-08-31,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-08-01,2018-08-31,Q5a
Number of Leavers,96,all_persons,2018-08-01,2018-08-31,Q5a
Number of Adult Leavers,57,all_persons,2018-08-01,2018-08-31,Q5a
Number of Adult and Head of Household Leavers,57,all_persons,2018-08-01,2018-08-31,Q5a
Number of Stayers,448,all_persons,2018-08-01,2018-08-31,Q5a
Number of Adult Stayers,303,all_persons,2018-08-01,2018-08-31,Q5a
Number of Veterans,22,all_persons,2018-08-01,2018-08-31,Q5a
Number of Chronically Homeless Persons,78,all_persons,2018-08-01,2018-08-31,Q5a
Number of Youth Under Age 25,23,all_persons,2018-08-01,2018-08-31,Q5a
Number of Parenting Youth Under Age 25 with Children,6,all_persons,2018-08-01,2018-08-31,Q5a
Number of Adult Heads of Household,294,all_persons,2018-08-01,2018-08-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-08-01,2018-08-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,94,all_persons,2018-08-01,2018-08-31,Q5a
Total Number of Persons Served,558,all_persons,2018-09-01,2018-09-30,Q5a
Number of Adults (age 18 or over),363,all_persons,2018-09-01,2018-09-30,Q5a
Number of Children (under age 18),194,all_persons,2018-09-01,2018-09-30,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-09-01,2018-09-30,Q5a
Number of Leavers,86,all_persons,2018-09-01,2018-09-30,Q5a
Number of Adult Leavers,48,all_persons,2018-09-01,2018-09-30,Q5a
Number of Adult and Head of Household Leavers,48,all_persons,2018-09-01,2018-09-30,Q5a
Number of Stayers,472,all_persons,2018-09-01,2018-09-30,Q5a
Number of Adult Stayers,315,all_persons,2018-09-01,2018-09-30,Q5a
Number of Veterans,23,all_persons,2018-09-01,2018-09-30,Q5a
Number of Chronically Homeless Persons,80,all_persons,2018-09-01,2018-09-30,Q5a
Number of Youth Under Age 25,22,all_persons,2018-09-01,2018-09-30,Q5a
Number of Parenting Youth Under Age 25 with Children,7,all_persons,2018-09-01,2018-09-30,Q5a
Number of Adult Heads of Household,293,all_persons,2018-09-01,2018-09-30,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-09-01,2018-09-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,102,all_persons,2018-09-01,2018-09-30,Q5a
Total Number of Persons Served,618,all_persons,2018-10-01,2018-10-31,Q5a
Number of Adults (age 18 or over),395,all_persons,2018-10-01,2018-10-31,Q5a
Number of Children (under age 18),222,all_persons,2018-10-01,2018-10-31,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-10-01,2018-10-31,Q5a
Number of Leavers,121,all_persons,2018-10-01,2018-10-31,Q5a
Number of Adult Leavers,70,all_persons,2018-10-01,2018-10-31,Q5a
Number of Adult and Head of Household Leavers,70,all_persons,2018-10-01,2018-10-31,Q5a
Number of Stayers,497,all_persons,2018-10-01,2018-10-31,Q5a
Number of Adult Stayers,325,all_persons,2018-10-01,2018-10-31,Q5a
Number of Veterans,27,all_persons,2018-10-01,2018-10-31,Q5a
Number of Chronically Homeless Persons,79,all_persons,2018-10-01,2018-10-31,Q5a
Number of Youth Under Age 25,24,all_persons,2018-10-01,2018-10-31,Q5a
Number of Parenting Youth Under Age 25 with Children,8,all_persons,2018-10-01,2018-10-31,Q5a
Number of Adult Heads of Household,312,all_persons,2018-10-01,2018-10-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-10-01,2018-10-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,104,all_persons,2018-10-01,2018-10-31,Q5a
Total Number of Persons Served,664,all_persons,2018-11-01,2018-11-30,Q5a
Number of Adults (age 18 or over),449,all_persons,2018-11-01,2018-11-30,Q5a
Number of Children (under age 18),214,all_persons,2018-11-01,2018-11-30,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-11-01,2018-11-30,Q5a
Number of Leavers,126,all_persons,2018-11-01,2018-11-30,Q5a
Number of Adult Leavers,85,all_persons,2018-11-01,2018-11-30,Q5a
Number of Adult and Head of Household Leavers,85,all_persons,2018-11-01,2018-11-30,Q5a
Number of Stayers,538,all_persons,2018-11-01,2018-11-30,Q5a
Number of Adult Stayers,364,all_persons,2018-11-01,2018-11-30,Q5a
Number of Veterans,30,all_persons,2018-11-01,2018-11-30,Q5a
Number of Chronically Homeless Persons,95,all_persons,2018-11-01,2018-11-30,Q5a
Number of Youth Under Age 25,31,all_persons,2018-11-01,2018-11-30,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2018-11-01,2018-11-30,Q5a
Number of Adult Heads of Household,373,all_persons,2018-11-01,2018-11-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2018-11-01,2018-11-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,107,all_persons,2018-11-01,2018-11-30,Q5a
Total Number of Persons Served,762,all_persons,2018-12-01,2018-12-31,Q5a
Number of Adults (age 18 or over),536,all_persons,2018-12-01,2018-12-31,Q5a
Number of Children (under age 18),225,all_persons,2018-12-01,2018-12-31,Q5a
Number of Persons with Unknown Age,1,all_persons,2018-12-01,2018-12-31,Q5a
Number of Leavers,222,all_persons,2018-12-01,2018-12-31,Q5a
Number of Adult Leavers,173,all_persons,2018-12-01,2018-12-31,Q5a
Number of Adult and Head of Household Leavers,173,all_persons,2018-12-01,2018-12-31,Q5a
Number of Stayers,540,all_persons,2018-12-01,2018-12-31,Q5a
Number of Adult Stayers,363,all_persons,2018-12-01,2018-12-31,Q5a
Number of Veterans,40,all_persons,2018-12-01,2018-12-31,Q5a
Number of Chronically Homeless Persons,92,all_persons,2018-12-01,2018-12-31,Q5a
Number of Youth Under Age 25,34,all_persons,2018-12-01,2018-12-31,Q5a
Number of Parenting Youth Under Age 25 with Children,3,all_persons,2018-12-01,2018-12-31,Q5a
Number of Adult Heads of Household,460,all_persons,2018-12-01,2018-12-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2018-12-01,2018-12-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,108,all_persons,2018-12-01,2018-12-31,Q5a
Total Number of Persons Served,874,all_persons,2019-01-01,2019-01-31,Q5a
Number of Adults (age 18 or over),649,all_persons,2019-01-01,2019-01-31,Q5a
Number of Children (under age 18),224,all_persons,2019-01-01,2019-01-31,Q5a
Number of Persons with Unknown Age,1,all_persons,2019-01-01,2019-01-31,Q5a
Number of Leavers,263,all_persons,2019-01-01,2019-01-31,Q5a
Number of Adult Leavers,217,all_persons,2019-01-01,2019-01-31,Q5a
Number of Adult and Head of Household Leavers,217,all_persons,2019-01-01,2019-01-31,Q5a
Number of Stayers,611,all_persons,2019-01-01,2019-01-31,Q5a
Number of Adult Stayers,432,all_persons,2019-01-01,2019-01-31,Q5a
Number of Veterans,44,all_persons,2019-01-01,2019-01-31,Q5a
Number of Chronically Homeless Persons,95,all_persons,2019-01-01,2019-01-31,Q5a
Number of Youth Under Age 25,57,all_persons,2019-01-01,2019-01-31,Q5a
Number of Parenting Youth Under Age 25 with Children,7,all_persons,2019-01-01,2019-01-31,Q5a
Number of Adult Heads of Household,562,all_persons,2019-01-01,2019-01-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2019-01-01,2019-01-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,115,all_persons,2019-01-01,2019-01-31,Q5a
Total Number of Persons Served,955,all_persons,2019-02-01,2019-02-28,Q5a
Number of Adults (age 18 or over),727,all_persons,2019-02-01,2019-02-28,Q5a
Number of Children (under age 18),224,all_persons,2019-02-01,2019-02-28,Q5a
Number of Persons with Unknown Age,4,all_persons,2019-02-01,2019-02-28,Q5a
Number of Leavers,347,all_persons,2019-02-01,2019-02-28,Q5a
Number of Adult Leavers,287,all_persons,2019-02-01,2019-02-28,Q5a
Number of Adult and Head of Household Leavers,288,all_persons,2019-02-01,2019-02-28,Q5a
Number of Stayers,608,all_persons,2019-02-01,2019-02-28,Q5a
Number of Adult Stayers,440,all_persons,2019-02-01,2019-02-28,Q5a
Number of Veterans,42,all_persons,2019-02-01,2019-02-28,Q5a
Number of Chronically Homeless Persons,100,all_persons,2019-02-01,2019-02-28,Q5a
Number of Youth Under Age 25,67,all_persons,2019-02-01,2019-02-28,Q5a
Number of Parenting Youth Under Age 25 with Children,8,all_persons,2019-02-01,2019-02-28,Q5a
Number of Adult Heads of Household,624,all_persons,2019-02-01,2019-02-28,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2019-02-01,2019-02-28,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,124,all_persons,2019-02-01,2019-02-28,Q5a
Total Number of Persons Served,910,all_persons,2019-03-01,2019-03-31,Q5a
Number of Adults (age 18 or over),707,all_persons,2019-03-01,2019-03-31,Q5a
Number of Children (under age 18),197,all_persons,2019-03-01,2019-03-31,Q5a
Number of Persons with Unknown Age,6,all_persons,2019-03-01,2019-03-31,Q5a
Number of Leavers,291,all_persons,2019-03-01,2019-03-31,Q5a
Number of Adult Leavers,260,all_persons,2019-03-01,2019-03-31,Q5a
Number of Adult and Head of Household Leavers,260,all_persons,2019-03-01,2019-03-31,Q5a
Number of Stayers,619,all_persons,2019-03-01,2019-03-31,Q5a
Number of Adult Stayers,447,all_persons,2019-03-01,2019-03-31,Q5a
Number of Veterans,43,all_persons,2019-03-01,2019-03-31,Q5a
Number of Chronically Homeless Persons,100,all_persons,2019-03-01,2019-03-31,Q5a
Number of Youth Under Age 25,56,all_persons,2019-03-01,2019-03-31,Q5a
Number of Parenting Youth Under Age 25 with Children,6,all_persons,2019-03-01,2019-03-31,Q5a
Number of Adult Heads of Household,604,all_persons,2019-03-01,2019-03-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2019-03-01,2019-03-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,121,all_persons,2019-03-01,2019-03-31,Q5a
Total Number of Persons Served,919,all_persons,2019-04-01,2019-04-30,Q5a
Number of Adults (age 18 or over),724,all_persons,2019-04-01,2019-04-30,Q5a
Number of Children (under age 18),189,all_persons,2019-04-01,2019-04-30,Q5a
Number of Persons with Unknown Age,6,all_persons,2019-04-01,2019-04-30,Q5a
Number of Leavers,341,all_persons,2019-04-01,2019-04-30,Q5a
Number of Adult Leavers,299,all_persons,2019-04-01,2019-04-30,Q5a
Number of Adult and Head of Household Leavers,299,all_persons,2019-04-01,2019-04-30,Q5a
Number of Stayers,578,all_persons,2019-04-01,2019-04-30,Q5a
Number of Adult Stayers,425,all_persons,2019-04-01,2019-04-30,Q5a
Number of Veterans,51,all_persons,2019-04-01,2019-04-30,Q5a
Number of Chronically Homeless Persons,102,all_persons,2019-04-01,2019-04-30,Q5a
Number of Youth Under Age 25,59,all_persons,2019-04-01,2019-04-30,Q5a
Number of Parenting Youth Under Age 25 with Children,4,all_persons,2019-04-01,2019-04-30,Q5a
Number of Adult Heads of Household,622,all_persons,2019-04-01,2019-04-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2019-04-01,2019-04-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,123,all_persons,2019-04-01,2019-04-30,Q5a
Total Number of Persons Served,938,all_persons,2019-05-01,2019-05-31,Q5a
Number of Adults (age 18 or over),712,all_persons,2019-05-01,2019-05-31,Q5a
Number of Children (under age 18),220,all_persons,2019-05-01,2019-05-31,Q5a
Number of Persons with Unknown Age,6,all_persons,2019-05-01,2019-05-31,Q5a
Number of Leavers,299,all_persons,2019-05-01,2019-05-31,Q5a
Number of Adult Leavers,245,all_persons,2019-05-01,2019-05-31,Q5a
Number of Adult and Head of Household Leavers,245,all_persons,2019-05-01,2019-05-31,Q5a
Number of Stayers,639,all_persons,2019-05-01,2019-05-31,Q5a
Number of Adult Stayers,467,all_persons,2019-05-01,2019-05-31,Q5a
Number of Veterans,42,all_persons,2019-05-01,2019-05-31,Q5a
Number of Chronically Homeless Persons,107,all_persons,2019-05-01,2019-05-31,Q5a
Number of Youth Under Age 25,54,all_persons,2019-05-01,2019-05-31,Q5a
Number of Parenting Youth Under Age 25 with Children,5,all_persons,2019-05-01,2019-05-31,Q5a
Number of Adult Heads of Household,607,all_persons,2019-05-01,2019-05-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2019-05-01,2019-05-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,130,all_persons,2019-05-01,2019-05-31,Q5a
Total Number of Persons Served,925,all_persons,2019-06-01,2019-06-30,Q5a
Number of Adults (age 18 or over),709,all_persons,2019-06-01,2019-06-30,Q5a
Number of Children (under age 18),212,all_persons,2019-06-01,2019-06-30,Q5a
Number of Persons with Unknown Age,4,all_persons,2019-06-01,2019-06-30,Q5a
Number of Leavers,307,all_persons,2019-06-01,2019-06-30,Q5a
Number of Adult Leavers,269,all_persons,2019-06-01,2019-06-30,Q5a
Number of Adult and Head of Household Leavers,269,all_persons,2019-06-01,2019-06-30,Q5a
Number of Stayers,618,all_persons,2019-06-01,2019-06-30,Q5a
Number of Adult Stayers,440,all_persons,2019-06-01,2019-06-30,Q5a
Number of Veterans,39,all_persons,2019-06-01,2019-06-30,Q5a
Number of Chronically Homeless Persons,108,all_persons,2019-06-01,2019-06-30,Q5a
Number of Youth Under Age 25,54,all_persons,2019-06-01,2019-06-30,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2019-06-01,2019-06-30,Q5a
Number of Adult Heads of Household,609,all_persons,2019-06-01,2019-06-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2019-06-01,2019-06-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,133,all_persons,2019-06-01,2019-06-30,Q5a
Total Number of Persons Served,1089,all_persons,2019-07-01,2019-07-31,Q5a
Number of Adults (age 18 or over),796,all_persons,2019-07-01,2019-07-31,Q5a
Number of Children (under age 18),288,all_persons,2019-07-01,2019-07-31,Q5a
Number of Persons with Unknown Age,5,all_persons,2019-07-01,2019-07-31,Q5a
Number of Leavers,409,all_persons,2019-07-01,2019-07-31,Q5a
Number of Adult Leavers,317,all_persons,2019-07-01,2019-07-31,Q5a
Number of Adult and Head of Household Leavers,323,all_persons,2019-07-01,2019-07-31,Q5a
Number of Stayers,680,all_persons,2019-07-01,2019-07-31,Q5a
Number of Adult Stayers,479,all_persons,2019-07-01,2019-07-31,Q5a
Number of Veterans,42,all_persons,2019-07-01,2019-07-31,Q5a
Number of Chronically Homeless Persons,115,all_persons,2019-07-01,2019-07-31,Q5a
Number of Youth Under Age 25,72,all_persons,2019-07-01,2019-07-31,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2019-07-01,2019-07-31,Q5a
Number of Adult Heads of Household,657,all_persons,2019-07-01,2019-07-31,Q5a
Number of Child and Unknown-Age Heads of Household,6,all_persons,2019-07-01,2019-07-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,138,all_persons,2019-07-01,2019-07-31,Q5a
Total Number of Persons Served,1191,all_persons,2019-08-01,2019-08-31,Q5a
Number of Adults (age 18 or over),821,all_persons,2019-08-01,2019-08-31,Q5a
Number of Children (under age 18),365,all_persons,2019-08-01,2019-08-31,Q5a
Number of Persons with Unknown Age,5,all_persons,2019-08-01,2019-08-31,Q5a
Number of Leavers,402,all_persons,2019-08-01,2019-08-31,Q5a
Number of Adult Leavers,303,all_persons,2019-08-01,2019-08-31,Q5a
Number of Adult and Head of Household Leavers,306,all_persons,2019-08-01,2019-08-31,Q5a
Number of Stayers,789,all_persons,2019-08-01,2019-08-31,Q5a
Number of Adult Stayers,518,all_persons,2019-08-01,2019-08-31,Q5a
Number of Veterans,43,all_persons,2019-08-01,2019-08-31,Q5a
Number of Chronically Homeless Persons,104,all_persons,2019-08-01,2019-08-31,Q5a
Number of Youth Under Age 25,71,all_persons,2019-08-01,2019-08-31,Q5a
Number of Parenting Youth Under Age 25 with Children,14,all_persons,2019-08-01,2019-08-31,Q5a
Number of Adult Heads of Household,671,all_persons,2019-08-01,2019-08-31,Q5a
Number of Child and Unknown-Age Heads of Household,4,all_persons,2019-08-01,2019-08-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,140,all_persons,2019-08-01,2019-08-31,Q5a
Total Number of Persons Served,1159,all_persons,2019-09-01,2019-09-30,Q5a
Number of Adults (age 18 or over),820,all_persons,2019-09-01,2019-09-30,Q5a
Number of Children (under age 18),334,all_persons,2019-09-01,2019-09-30,Q5a
Number of Persons with Unknown Age,5,all_persons,2019-09-01,2019-09-30,Q5a
Number of Leavers,360,all_persons,2019-09-01,2019-09-30,Q5a
Number of Adult Leavers,283,all_persons,2019-09-01,2019-09-30,Q5a
Number of Adult and Head of Household Leavers,284,all_persons,2019-09-01,2019-09-30,Q5a
Number of Stayers,799,all_persons,2019-09-01,2019-09-30,Q5a
Number of Adult Stayers,537,all_persons,2019-09-01,2019-09-30,Q5a
Number of Veterans,38,all_persons,2019-09-01,2019-09-30,Q5a
Number of Chronically Homeless Persons,108,all_persons,2019-09-01,2019-09-30,Q5a
Number of Youth Under Age 25,78,all_persons,2019-09-01,2019-09-30,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2019-09-01,2019-09-30,Q5a
Number of Adult Heads of Household,670,all_persons,2019-09-01,2019-09-30,Q5a
Number of Child and Unknown-Age Heads of Household,2,all_persons,2019-09-01,2019-09-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,150,all_persons,2019-09-01,2019-09-30,Q5a
Total Number of Persons Served,1173,all_persons,2019-10-01,2019-10-31,Q5a
Number of Adults (age 18 or over),844,all_persons,2019-10-01,2019-10-31,Q5a
Number of Children (under age 18),319,all_persons,2019-10-01,2019-10-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2019-10-01,2019-10-31,Q5a
Number of Leavers,337,all_persons,2019-10-01,2019-10-31,Q5a
Number of Adult Leavers,286,all_persons,2019-10-01,2019-10-31,Q5a
Number of Adult and Head of Household Leavers,286,all_persons,2019-10-01,2019-10-31,Q5a
Number of Stayers,836,all_persons,2019-10-01,2019-10-31,Q5a
Number of Adult Stayers,558,all_persons,2019-10-01,2019-10-31,Q5a
Number of Veterans,44,all_persons,2019-10-01,2019-10-31,Q5a
Number of Chronically Homeless Persons,107,all_persons,2019-10-01,2019-10-31,Q5a
Number of Youth Under Age 25,76,all_persons,2019-10-01,2019-10-31,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2019-10-01,2019-10-31,Q5a
Number of Adult Heads of Household,695,all_persons,2019-10-01,2019-10-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2019-10-01,2019-10-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,156,all_persons,2019-10-01,2019-10-31,Q5a
Total Number of Persons Served,1199,all_persons,2019-11-01,2019-11-30,Q5a
Number of Adults (age 18 or over),865,all_persons,2019-11-01,2019-11-30,Q5a
Number of Children (under age 18),325,all_persons,2019-11-01,2019-11-30,Q5a
Number of Persons with Unknown Age,9,all_persons,2019-11-01,2019-11-30,Q5a
Number of Leavers,301,all_persons,2019-11-01,2019-11-30,Q5a
Number of Adult Leavers,264,all_persons,2019-11-01,2019-11-30,Q5a
Number of Adult and Head of Household Leavers,265,all_persons,2019-11-01,2019-11-30,Q5a
Number of Stayers,898,all_persons,2019-11-01,2019-11-30,Q5a
Number of Adult Stayers,601,all_persons,2019-11-01,2019-11-30,Q5a
Number of Veterans,43,all_persons,2019-11-01,2019-11-30,Q5a
Number of Chronically Homeless Persons,116,all_persons,2019-11-01,2019-11-30,Q5a
Number of Youth Under Age 25,75,all_persons,2019-11-01,2019-11-30,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2019-11-01,2019-11-30,Q5a
Number of Adult Heads of Household,698,all_persons,2019-11-01,2019-11-30,Q5a
Number of Child and Unknown-Age Heads of Household,2,all_persons,2019-11-01,2019-11-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,163,all_persons,2019-11-01,2019-11-30,Q5a
Total Number of Persons Served,1228,all_persons,2019-12-01,2019-12-31,Q5a
Number of Adults (age 18 or over),891,all_persons,2019-12-01,2019-12-31,Q5a
Number of Children (under age 18),328,all_persons,2019-12-01,2019-12-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2019-12-01,2019-12-31,Q5a
Number of Leavers,338,all_persons,2019-12-01,2019-12-31,Q5a
Number of Adult Leavers,274,all_persons,2019-12-01,2019-12-31,Q5a
Number of Adult and Head of Household Leavers,274,all_persons,2019-12-01,2019-12-31,Q5a
Number of Stayers,890,all_persons,2019-12-01,2019-12-31,Q5a
Number of Adult Stayers,617,all_persons,2019-12-01,2019-12-31,Q5a
Number of Veterans,48,all_persons,2019-12-01,2019-12-31,Q5a
Number of Chronically Homeless Persons,115,all_persons,2019-12-01,2019-12-31,Q5a
Number of Youth Under Age 25,71,all_persons,2019-12-01,2019-12-31,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2019-12-01,2019-12-31,Q5a
Number of Adult Heads of Household,720,all_persons,2019-12-01,2019-12-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2019-12-01,2019-12-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,169,all_persons,2019-12-01,2019-12-31,Q5a
Total Number of Persons Served,1246,all_persons,2020-01-01,2020-01-31,Q5a
Number of Adults (age 18 or over),936,all_persons,2020-01-01,2020-01-31,Q5a
Number of Children (under age 18),301,all_persons,2020-01-01,2020-01-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-01-01,2020-01-31,Q5a
Number of Leavers,371,all_persons,2020-01-01,2020-01-31,Q5a
Number of Adult Leavers,319,all_persons,2020-01-01,2020-01-31,Q5a
Number of Adult and Head of Household Leavers,319,all_persons,2020-01-01,2020-01-31,Q5a
Number of Stayers,875,all_persons,2020-01-01,2020-01-31,Q5a
Number of Adult Stayers,617,all_persons,2020-01-01,2020-01-31,Q5a
Number of Veterans,49,all_persons,2020-01-01,2020-01-31,Q5a
Number of Chronically Homeless Persons,124,all_persons,2020-01-01,2020-01-31,Q5a
Number of Youth Under Age 25,84,all_persons,2020-01-01,2020-01-31,Q5a
Number of Parenting Youth Under Age 25 with Children,17,all_persons,2020-01-01,2020-01-31,Q5a
Number of Adult Heads of Household,763,all_persons,2020-01-01,2020-01-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2020-01-01,2020-01-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,179,all_persons,2020-01-01,2020-01-31,Q5a
Total Number of Persons Served,1200,all_persons,2020-02-01,2020-02-29,Q5a
Number of Adults (age 18 or over),905,all_persons,2020-02-01,2020-02-29,Q5a
Number of Children (under age 18),286,all_persons,2020-02-01,2020-02-29,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-02-01,2020-02-29,Q5a
Number of Leavers,325,all_persons,2020-02-01,2020-02-29,Q5a
Number of Adult Leavers,280,all_persons,2020-02-01,2020-02-29,Q5a
Number of Adult and Head of Household Leavers,281,all_persons,2020-02-01,2020-02-29,Q5a
Number of Stayers,875,all_persons,2020-02-01,2020-02-29,Q5a
Number of Adult Stayers,625,all_persons,2020-02-01,2020-02-29,Q5a
Number of Veterans,53,all_persons,2020-02-01,2020-02-29,Q5a
Number of Chronically Homeless Persons,131,all_persons,2020-02-01,2020-02-29,Q5a
Number of Youth Under Age 25,77,all_persons,2020-02-01,2020-02-29,Q5a
Number of Parenting Youth Under Age 25 with Children,14,all_persons,2020-02-01,2020-02-29,Q5a
Number of Adult Heads of Household,738,all_persons,2020-02-01,2020-02-29,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2020-02-01,2020-02-29,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,187,all_persons,2020-02-01,2020-02-29,Q5a
Total Number of Persons Served,1112,all_persons,2020-03-01,2020-03-31,Q5a
Number of Adults (age 18 or over),852,all_persons,2020-03-01,2020-03-31,Q5a
Number of Children (under age 18),251,all_persons,2020-03-01,2020-03-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-03-01,2020-03-31,Q5a
Number of Leavers,284,all_persons,2020-03-01,2020-03-31,Q5a
Number of Adult Leavers,245,all_persons,2020-03-01,2020-03-31,Q5a
Number of Adult and Head of Household Leavers,245,all_persons,2020-03-01,2020-03-31,Q5a
Number of Stayers,828,all_persons,2020-03-01,2020-03-31,Q5a
Number of Adult Stayers,607,all_persons,2020-03-01,2020-03-31,Q5a
Number of Veterans,49,all_persons,2020-03-01,2020-03-31,Q5a
Number of Chronically Homeless Persons,133,all_persons,2020-03-01,2020-03-31,Q5a
Number of Youth Under Age 25,67,all_persons,2020-03-01,2020-03-31,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2020-03-01,2020-03-31,Q5a
Number of Adult Heads of Household,692,all_persons,2020-03-01,2020-03-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-03-01,2020-03-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,205,all_persons,2020-03-01,2020-03-31,Q5a
Total Number of Persons Served,1085,all_persons,2020-04-01,2020-04-30,Q5a
Number of Adults (age 18 or over),837,all_persons,2020-04-01,2020-04-30,Q5a
Number of Children (under age 18),239,all_persons,2020-04-01,2020-04-30,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-04-01,2020-04-30,Q5a
Number of Leavers,217,all_persons,2020-04-01,2020-04-30,Q5a
Number of Adult Leavers,187,all_persons,2020-04-01,2020-04-30,Q5a
Number of Adult and Head of Household Leavers,187,all_persons,2020-04-01,2020-04-30,Q5a
Number of Stayers,868,all_persons,2020-04-01,2020-04-30,Q5a
Number of Adult Stayers,650,all_persons,2020-04-01,2020-04-30,Q5a
Number of Veterans,48,all_persons,2020-04-01,2020-04-30,Q5a
Number of Chronically Homeless Persons,148,all_persons,2020-04-01,2020-04-30,Q5a
Number of Youth Under Age 25,62,all_persons,2020-04-01,2020-04-30,Q5a
