number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,28
Adults with Only Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,140
Adults with Only Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Only Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,45
Adults with Both Earned and Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,25
Adults with Both Earned and Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,7
Adults with No Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,258
Adults with No Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with No Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,91
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,2
Adults with Missing Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,4
Adults with Missing Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,255
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,55
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,536
Total Adults,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,363
Total Adults,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,173
1 or More Source of Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,297
1 or More Source of Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,86
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_annual_assessment_stayers,53
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-12-01,2018-12-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,169
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,76
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,164
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,33
Adults with Only Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,9
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,281
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,79
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,4
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,317
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,63
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,649
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,432
Total Adults,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,217
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,389
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,140
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_annual_assessment_stayers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-01-01,2019-01-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,173
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,74
Adults with Only Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,167
Adults with Only Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Only Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,60
Adults with Both Earned and Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,36
Adults with Both Earned and Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,15
Adults with No Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,341
Adults with No Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,137
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,316
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,66
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,727
Total Adults,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,440
Total Adults,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,287
1 or More Source of Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,407
1 or More Source of Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,49
1 or More Source of Income,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,157
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_annual_assessment_stayers,58
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-02-01,2019-02-28,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,155
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,63
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,159
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,50
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,39
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,10
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,340
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,136
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,326
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,62
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,707
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,447
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,260
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,381
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,50
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,132
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,164
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,71
Adults with Only Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,170
Adults with Only Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,59
Adults with Both Earned and Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,43
Adults with Both Earned and Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,13
Adults with No Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,334
Adults with No Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,154
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,302
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,64
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,724
Total Adults,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,425
Total Adults,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,299
1 or More Source of Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,405
1 or More Source of Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,50
1 or More Source of Income,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,157
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-04-01,2019-04-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,158
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,46
Adults with Only Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,149
Adults with Only Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Only Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,42
Adults with Both Earned and Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,42
Adults with Both Earned and Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,4
Adults with Both Earned and Other Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,13
Adults with No Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,352
Adults with No Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,143
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,337
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,68
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,712
Total Adults,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,467
Total Adults,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,245
1 or More Source of Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,368
1 or More Source of Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,52
1 or More Source of Income,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,106
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_annual_assessment_stayers,62
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-05-01,2019-05-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,154
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,53
Adults with Only Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,144
Adults with Only Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,37
Adults with Only Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,39
Adults with Both Earned and Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,39
Adults with Both Earned and Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,15
Adults with No Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,362
Adults with No Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,161
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,307
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,69
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,709
Total Adults,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,440
Total Adults,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,269
1 or More Source of Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,360
1 or More Source of Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,52
1 or More Source of Income,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,116
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_annual_assessment_stayers,64
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-06-01,2019-06-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,178
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,57
Adults with Only Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,152
Adults with Only Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,37
Adults with Only Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,35
Adults with Both Earned and Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,34
Adults with Both Earned and Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,12
Adults with No Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,420
Adults with No Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,209
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,0
