number_of_chronically_homeless_persons_by_income_category,population,start_date,end_date,question,status,count
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-04-01,2018-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-04-01,2018-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-04-01,2018-04-30,Q26f,number_of_chronically_homeless_persons_at_start,73
Total Chronically Homeless Persons,chronically_homeless,2018-04-01,2018-04-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,61
Total Chronically Homeless Persons,chronically_homeless,2018-04-01,2018-04-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,12
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,32
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,18
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,21
Chronically Homeless Persons with No Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,29
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_start,66
Total Chronically Homeless Persons,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,63
Total Chronically Homeless Persons,chronically_homeless,2018-05-01,2018-05-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,10
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,30
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,18
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,25
Chronically Homeless Persons with No Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,32
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_start,69
Total Chronically Homeless Persons,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,63
Total Chronically Homeless Persons,chronically_homeless,2018-06-01,2018-06-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,31
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,18
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,23
Chronically Homeless Persons with No Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,35
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_start,67
Total Chronically Homeless Persons,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,66
Total Chronically Homeless Persons,chronically_homeless,2018-07-01,2018-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,32
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,21
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,24
Chronically Homeless Persons with No Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,34
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_start,68
Total Chronically Homeless Persons,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,68
Total Chronically Homeless Persons,chronically_homeless,2018-08-01,2018-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,33
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,22
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,25
Chronically Homeless Persons with No Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,29
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,3
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_start,70
Total Chronically Homeless Persons,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,67
Total Chronically Homeless Persons,chronically_homeless,2018-09-01,2018-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,34
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,24
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,23
Chronically Homeless Persons with No Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,27
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_start,69
Total Chronically Homeless Persons,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,65
Total Chronically Homeless Persons,chronically_homeless,2018-10-01,2018-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,10
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,38
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,23
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,34
Chronically Homeless Persons with No Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,7
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
