length_participation,total,population,start_date,end_date,question,status,count
"More than 1,825 Days (>5 Yrs)",2,youth,2017-03-01,2017-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-03-01,2017-03-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-03-01,2017-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-03-01,2017-03-31,Q27e,stayers,0
30 days or less,4,youth,2017-04-01,2017-04-30,Q27e,leavers,2
30 days or less,4,youth,2017-04-01,2017-04-30,Q27e,stayers,2
31 to 60 days,1,youth,2017-04-01,2017-04-30,Q27e,leavers,0
31 to 60 days,1,youth,2017-04-01,2017-04-30,Q27e,stayers,1
61 to 90 days,1,youth,2017-04-01,2017-04-30,Q27e,leavers,0
61 to 90 days,1,youth,2017-04-01,2017-04-30,Q27e,stayers,1
91 to 180 days,1,youth,2017-04-01,2017-04-30,Q27e,leavers,1
91 to 180 days,1,youth,2017-04-01,2017-04-30,Q27e,stayers,0
181 to 365 days,4,youth,2017-04-01,2017-04-30,Q27e,leavers,0
181 to 365 days,4,youth,2017-04-01,2017-04-30,Q27e,stayers,4
366 to 730 Days (1-2 Yrs),0,youth,2017-04-01,2017-04-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),0,youth,2017-04-01,2017-04-30,Q27e,stayers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-04-01,2017-04-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-04-01,2017-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-04-01,2017-04-30,Q27e,stayers,2
Data Not Collected,0,youth,2017-04-01,2017-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2017-04-01,2017-04-30,Q27e,stayers,0
30 days or less,5,youth,2017-05-01,2017-05-31,Q27e,leavers,1
30 days or less,5,youth,2017-05-01,2017-05-31,Q27e,stayers,4
31 to 60 days,2,youth,2017-05-01,2017-05-31,Q27e,leavers,1
31 to 60 days,2,youth,2017-05-01,2017-05-31,Q27e,stayers,1
61 to 90 days,0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
61 to 90 days,0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
91 to 180 days,1,youth,2017-05-01,2017-05-31,Q27e,leavers,0
91 to 180 days,1,youth,2017-05-01,2017-05-31,Q27e,stayers,1
181 to 365 days,3,youth,2017-05-01,2017-05-31,Q27e,leavers,0
181 to 365 days,3,youth,2017-05-01,2017-05-31,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),1,youth,2017-05-01,2017-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2017-05-01,2017-05-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-05-01,2017-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-05-01,2017-05-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-05-01,2017-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-05-01,2017-05-31,Q27e,stayers,0
30 days or less,5,youth,2017-06-01,2017-06-30,Q27e,leavers,1
30 days or less,5,youth,2017-06-01,2017-06-30,Q27e,stayers,4
31 to 60 days,3,youth,2017-06-01,2017-06-30,Q27e,leavers,0
31 to 60 days,3,youth,2017-06-01,2017-06-30,Q27e,stayers,3
61 to 90 days,0,youth,2017-06-01,2017-06-30,Q27e,leavers,0
61 to 90 days,0,youth,2017-06-01,2017-06-30,Q27e,stayers,0
91 to 180 days,1,youth,2017-06-01,2017-06-30,Q27e,leavers,0
91 to 180 days,1,youth,2017-06-01,2017-06-30,Q27e,stayers,1
181 to 365 days,2,youth,2017-06-01,2017-06-30,Q27e,leavers,0
181 to 365 days,2,youth,2017-06-01,2017-06-30,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),2,youth,2017-06-01,2017-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2017-06-01,2017-06-30,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-06-01,2017-06-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-06-01,2017-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-06-01,2017-06-30,Q27e,stayers,2
Data Not Collected,0,youth,2017-06-01,2017-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2017-06-01,2017-06-30,Q27e,stayers,0
30 days or less,5,youth,2017-07-01,2017-07-31,Q27e,leavers,0
30 days or less,5,youth,2017-07-01,2017-07-31,Q27e,stayers,5
31 to 60 days,4,youth,2017-07-01,2017-07-31,Q27e,leavers,1
31 to 60 days,4,youth,2017-07-01,2017-07-31,Q27e,stayers,3
61 to 90 days,3,youth,2017-07-01,2017-07-31,Q27e,leavers,0
61 to 90 days,3,youth,2017-07-01,2017-07-31,Q27e,stayers,3
91 to 180 days,1,youth,2017-07-01,2017-07-31,Q27e,leavers,0
91 to 180 days,1,youth,2017-07-01,2017-07-31,Q27e,stayers,1
181 to 365 days,2,youth,2017-07-01,2017-07-31,Q27e,leavers,0
181 to 365 days,2,youth,2017-07-01,2017-07-31,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),2,youth,2017-07-01,2017-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2017-07-01,2017-07-31,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-07-01,2017-07-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-07-01,2017-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-07-01,2017-07-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-07-01,2017-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-07-01,2017-07-31,Q27e,stayers,0
30 days or less,4,youth,2017-08-01,2017-08-31,Q27e,leavers,3
30 days or less,4,youth,2017-08-01,2017-08-31,Q27e,stayers,1
31 to 60 days,4,youth,2017-08-01,2017-08-31,Q27e,leavers,1
31 to 60 days,4,youth,2017-08-01,2017-08-31,Q27e,stayers,3
61 to 90 days,4,youth,2017-08-01,2017-08-31,Q27e,leavers,2
61 to 90 days,4,youth,2017-08-01,2017-08-31,Q27e,stayers,2
91 to 180 days,2,youth,2017-08-01,2017-08-31,Q27e,leavers,1
91 to 180 days,2,youth,2017-08-01,2017-08-31,Q27e,stayers,1
181 to 365 days,3,youth,2017-08-01,2017-08-31,Q27e,leavers,0
181 to 365 days,3,youth,2017-08-01,2017-08-31,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),2,youth,2017-08-01,2017-08-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2017-08-01,2017-08-31,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-08-01,2017-08-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-08-01,2017-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-08-01,2017-08-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-08-01,2017-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-08-01,2017-08-31,Q27e,stayers,0
30 days or less,2,youth,2017-09-01,2017-09-30,Q27e,leavers,1
30 days or less,2,youth,2017-09-01,2017-09-30,Q27e,stayers,1
31 to 60 days,1,youth,2017-09-01,2017-09-30,Q27e,leavers,0
31 to 60 days,1,youth,2017-09-01,2017-09-30,Q27e,stayers,1
61 to 90 days,3,youth,2017-09-01,2017-09-30,Q27e,leavers,1
61 to 90 days,3,youth,2017-09-01,2017-09-30,Q27e,stayers,2
91 to 180 days,3,youth,2017-09-01,2017-09-30,Q27e,leavers,3
91 to 180 days,3,youth,2017-09-01,2017-09-30,Q27e,stayers,0
181 to 365 days,3,youth,2017-09-01,2017-09-30,Q27e,leavers,1
181 to 365 days,3,youth,2017-09-01,2017-09-30,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),2,youth,2017-09-01,2017-09-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2017-09-01,2017-09-30,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-09-01,2017-09-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-09-01,2017-09-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-09-01,2017-09-30,Q27e,stayers,2
Data Not Collected,0,youth,2017-09-01,2017-09-30,Q27e,leavers,0
Data Not Collected,0,youth,2017-09-01,2017-09-30,Q27e,stayers,0
30 days or less,3,youth,2017-10-01,2017-10-31,Q27e,leavers,1
30 days or less,3,youth,2017-10-01,2017-10-31,Q27e,stayers,2
31 to 60 days,2,youth,2017-10-01,2017-10-31,Q27e,leavers,2
31 to 60 days,2,youth,2017-10-01,2017-10-31,Q27e,stayers,0
61 to 90 days,0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
61 to 90 days,0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
91 to 180 days,2,youth,2017-10-01,2017-10-31,Q27e,leavers,0
91 to 180 days,2,youth,2017-10-01,2017-10-31,Q27e,stayers,2
181 to 365 days,0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
181 to 365 days,0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-10-01,2017-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-10-01,2017-10-31,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-10-01,2017-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-10-01,2017-10-31,Q27e,stayers,2
Data Not Collected,0,youth,2017-10-01,2017-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-10-01,2017-10-31,Q27e,stayers,0
30 days or less,15,youth,2017-11-01,2017-11-30,Q27e,leavers,10
30 days or less,15,youth,2017-11-01,2017-11-30,Q27e,stayers,5
31 to 60 days,2,youth,2017-11-01,2017-11-30,Q27e,leavers,1
31 to 60 days,2,youth,2017-11-01,2017-11-30,Q27e,stayers,1
61 to 90 days,0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
61 to 90 days,0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
91 to 180 days,0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
91 to 180 days,0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
181 to 365 days,0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
181 to 365 days,0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-11-01,2017-11-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-11-01,2017-11-30,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",2,youth,2017-11-01,2017-11-30,Q27e,leavers,1
"More than 1,825 Days (>5 Yrs)",2,youth,2017-11-01,2017-11-30,Q27e,stayers,1
Data Not Collected,0,youth,2017-11-01,2017-11-30,Q27e,leavers,0
Data Not Collected,0,youth,2017-11-01,2017-11-30,Q27e,stayers,0
30 days or less,15,youth,2017-12-01,2017-12-31,Q27e,leavers,8
30 days or less,15,youth,2017-12-01,2017-12-31,Q27e,stayers,7
31 to 60 days,0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
31 to 60 days,0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
61 to 90 days,1,youth,2017-12-01,2017-12-31,Q27e,leavers,0
61 to 90 days,1,youth,2017-12-01,2017-12-31,Q27e,stayers,1
91 to 180 days,0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
91 to 180 days,0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
181 to 365 days,0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
181 to 365 days,0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-12-01,2017-12-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2017-12-01,2017-12-31,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2017-12-01,2017-12-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2017-12-01,2017-12-31,Q27e,stayers,1
Data Not Collected,0,youth,2017-12-01,2017-12-31,Q27e,leavers,0
Data Not Collected,0,youth,2017-12-01,2017-12-31,Q27e,stayers,0
30 days or less,10,youth,2018-01-01,2018-01-31,Q27e,leavers,5
30 days or less,10,youth,2018-01-01,2018-01-31,Q27e,stayers,5
31 to 60 days,4,youth,2018-01-01,2018-01-31,Q27e,leavers,0
31 to 60 days,4,youth,2018-01-01,2018-01-31,Q27e,stayers,4
61 to 90 days,0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
61 to 90 days,0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
91 to 180 days,1,youth,2018-01-01,2018-01-31,Q27e,leavers,0
91 to 180 days,1,youth,2018-01-01,2018-01-31,Q27e,stayers,1
181 to 365 days,0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
181 to 365 days,0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),4,youth,2018-01-01,2018-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2018-01-01,2018-01-31,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-01-01,2018-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-01-01,2018-01-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-01-01,2018-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-01-01,2018-01-31,Q27e,stayers,0
30 days or less,14,youth,2018-02-01,2018-02-28,Q27e,leavers,8
30 days or less,14,youth,2018-02-01,2018-02-28,Q27e,stayers,6
31 to 60 days,2,youth,2018-02-01,2018-02-28,Q27e,leavers,0
31 to 60 days,2,youth,2018-02-01,2018-02-28,Q27e,stayers,2
61 to 90 days,3,youth,2018-02-01,2018-02-28,Q27e,leavers,0
61 to 90 days,3,youth,2018-02-01,2018-02-28,Q27e,stayers,3
91 to 180 days,1,youth,2018-02-01,2018-02-28,Q27e,leavers,0
91 to 180 days,1,youth,2018-02-01,2018-02-28,Q27e,stayers,1
181 to 365 days,0,youth,2018-02-01,2018-02-28,Q27e,leavers,0
181 to 365 days,0,youth,2018-02-01,2018-02-28,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-02-01,2018-02-28,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-02-01,2018-02-28,Q27e,stayers,5
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-02-01,2018-02-28,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-02-01,2018-02-28,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-02-01,2018-02-28,Q27e,stayers,1
Data Not Collected,0,youth,2018-02-01,2018-02-28,Q27e,leavers,0
Data Not Collected,0,youth,2018-02-01,2018-02-28,Q27e,stayers,0
30 days or less,11,youth,2018-03-01,2018-03-31,Q27e,leavers,5
30 days or less,11,youth,2018-03-01,2018-03-31,Q27e,stayers,6
31 to 60 days,3,youth,2018-03-01,2018-03-31,Q27e,leavers,1
31 to 60 days,3,youth,2018-03-01,2018-03-31,Q27e,stayers,2
61 to 90 days,1,youth,2018-03-01,2018-03-31,Q27e,leavers,0
61 to 90 days,1,youth,2018-03-01,2018-03-31,Q27e,stayers,1
91 to 180 days,4,youth,2018-03-01,2018-03-31,Q27e,leavers,1
91 to 180 days,4,youth,2018-03-01,2018-03-31,Q27e,stayers,3
181 to 365 days,0,youth,2018-03-01,2018-03-31,Q27e,leavers,0
181 to 365 days,0,youth,2018-03-01,2018-03-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-03-01,2018-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-03-01,2018-03-31,Q27e,stayers,5
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-03-01,2018-03-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-03-01,2018-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-03-01,2018-03-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-03-01,2018-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-03-01,2018-03-31,Q27e,stayers,0
30 days or less,7,youth,2018-04-01,2018-04-30,Q27e,leavers,5
30 days or less,7,youth,2018-04-01,2018-04-30,Q27e,stayers,2
31 to 60 days,2,youth,2018-04-01,2018-04-30,Q27e,leavers,0
31 to 60 days,2,youth,2018-04-01,2018-04-30,Q27e,stayers,2
61 to 90 days,3,youth,2018-04-01,2018-04-30,Q27e,leavers,1
61 to 90 days,3,youth,2018-04-01,2018-04-30,Q27e,stayers,2
91 to 180 days,3,youth,2018-04-01,2018-04-30,Q27e,leavers,1
91 to 180 days,3,youth,2018-04-01,2018-04-30,Q27e,stayers,2
181 to 365 days,0,youth,2018-04-01,2018-04-30,Q27e,leavers,0
181 to 365 days,0,youth,2018-04-01,2018-04-30,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-04-01,2018-04-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),5,youth,2018-04-01,2018-04-30,Q27e,stayers,5
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-04-01,2018-04-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-04-01,2018-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-04-01,2018-04-30,Q27e,stayers,1
Data Not Collected,0,youth,2018-04-01,2018-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2018-04-01,2018-04-30,Q27e,stayers,0
30 days or less,10,youth,2018-05-01,2018-05-31,Q27e,leavers,5
30 days or less,10,youth,2018-05-01,2018-05-31,Q27e,stayers,5
31 to 60 days,2,youth,2018-05-01,2018-05-31,Q27e,leavers,0
31 to 60 days,2,youth,2018-05-01,2018-05-31,Q27e,stayers,2
61 to 90 days,2,youth,2018-05-01,2018-05-31,Q27e,leavers,1
61 to 90 days,2,youth,2018-05-01,2018-05-31,Q27e,stayers,1
91 to 180 days,5,youth,2018-05-01,2018-05-31,Q27e,leavers,1
91 to 180 days,5,youth,2018-05-01,2018-05-31,Q27e,stayers,4
181 to 365 days,0,youth,2018-05-01,2018-05-31,Q27e,leavers,0
181 to 365 days,0,youth,2018-05-01,2018-05-31,Q27e,stayers,0
366 to 730 Days (1-2 Yrs),4,youth,2018-05-01,2018-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2018-05-01,2018-05-31,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",1,youth,2018-05-01,2018-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",1,youth,2018-05-01,2018-05-31,Q27e,stayers,1
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-05-01,2018-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-05-01,2018-05-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-05-01,2018-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-05-01,2018-05-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-05-01,2018-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-05-01,2018-05-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-05-01,2018-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-05-01,2018-05-31,Q27e,stayers,0
30 days or less,8,youth,2018-06-01,2018-06-30,Q27e,leavers,2
30 days or less,8,youth,2018-06-01,2018-06-30,Q27e,stayers,6
31 to 60 days,3,youth,2018-06-01,2018-06-30,Q27e,leavers,3
31 to 60 days,3,youth,2018-06-01,2018-06-30,Q27e,stayers,0
61 to 90 days,2,youth,2018-06-01,2018-06-30,Q27e,leavers,0
61 to 90 days,2,youth,2018-06-01,2018-06-30,Q27e,stayers,2
