non_cash_benefits,population,start_date,end_date,question,status,count
TANF Child Care Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_start,5
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2018-09-01,2018-09-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,158
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,26
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,33
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,15
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_start,5
Other Source,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2018-10-01,2018-10-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,163
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,25
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,34
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,15
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_start,5
Other Source,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2018-11-01,2018-11-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,191
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,26
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,65
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,17
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_start,6
Other Source,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2018-12-01,2018-12-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,238
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,25
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,84
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,17
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,7
TANF Child Care Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,5
TANF Child Care Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,3
Other Source,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_start,7
Other Source,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2019-01-01,2019-01-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,242
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,28
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,97
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,16
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,8
TANF Child Care Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,3
Other Source,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_start,10
Other Source,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2019-02-01,2019-02-28,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,224
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,28
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,83
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,12
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,6
TANF Child Care Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_start,10
Other Source,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2019-03-01,2019-03-31,Q20a,benefit_at_exit_for_leavers,3
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,232
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,27
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,103
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,10
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,5
TANF Child Care Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,8
Other TANF-Funded Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,5
Other Source,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_start,11
Other Source,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2019-04-01,2019-04-30,Q20a,benefit_at_exit_for_leavers,4
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,202
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,55
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,18
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,4
Other Source,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_start,8
Other Source,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2019-05-01,2019-05-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,204
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,62
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,21
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,10
TANF Child Care Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,2
Other Source,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_start,8
Other Source,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2019-06-01,2019-06-30,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,220
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,74
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,8
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,234
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,72
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,20
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,8
TANF Child Care Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_start,8
Other Source,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,11
Other Source,all_persons,2019-08-01,2019-08-31,Q20a,benefit_at_exit_for_leavers,3
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,240
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,83
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,21
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,3
Other TANF-Funded Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_start,7
Other Source,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,10
Other Source,all_persons,2019-09-01,2019-09-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_start,226
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_exit_for_leavers,68
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_start,22
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2019-10-01,2019-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
